id_poi;nom;categorie;types;description_analyse;public_cible
2488;L'Espace de Forges;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Avec sa salle principale de 700 m² modulable proposant plusieurs configurations, l'Espace de Forges possède un accueil équipé d'un bar pour se détendre avant, pendant ou après les nombreux spectacles proposés sur l'année. Avec sa salle principale de 700 m² modulable proposant plusieurs configuration;Adultes, Familles
2489;Casino Forges-les-Eaux;activity;schema:Casino, Casino, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;La salle des jeux vous propose près de 250 machines à sous de dernière génération, 70 postes de roulettes électroniques et 14 postes de Blackjack électroniques. Un espace est également dédié aux jeux traditionnels : roulettes anglaises, Black Jack,... La salle des jeux vous propose près de 250 machi;Adultes
2494;Beauville La Cité à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
2510;Le sentier du plateau boisé;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Ce parcours accessible à tous vous permet de découvrir les différents milieux du plateau boisé d'Orival. Vous y trouverez des mares, occupées au fil des saisons par diverses plantes et quelques animaux tels que des insectes et des amphibiens. Au travers de la forêt vous pourrez observer les différen;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
2513;Les deux Vallées;activity;olo:OrderedList, PointOfInterest, RoadTour, Tour;nan nan;Adultes, Familles
2516;École de voile de Quiberville;activity;NauticalCentre, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé à 20 km de Dieppe, dans un cadre exceptionnel, l'école de voile de Quiberville vous propose de découvrir la voile dans un cadre convivial et familial, avec des cours embarqués et la location de matériel : catamaran, kayak de mer et stand-up... Situé à 20 km de Dieppe, dans un cadre exceptionne;Adultes, Débutants, Familles
2524;La Forêt du Hellet à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;C'est un coup de cœur pour cette agréable boucle de randonnée VTT en partie ombragée par les arbres majestueux de la forêt du Hellet, au nord de la commune de Mesnières-en-Bray. Un casque, une bonne tenue, des lunettes et à vous le grand air ! Nous vous conseillons vivement ce circuit pour la variét;Adultes, Enfants, Randonneurs
2529;Spa Nuxe Vent d'Ouest;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Profitez de votre séjour en Normandie pour succomber à une parenthèse détente. Dans notre espace spa, les meilleurs soins pour le corps, le visage vous seront prodigués pour vous offrir une bulle de douceur. Relâchez entièrement les tensions et... Profitez de votre séjour en Normandie pour succomber;Adultes
2532;La Hêtraie à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ de l'église de Mont-Rôty, cette randonnée dans le bois du Temple saura éveiller la curiosité des vététistes avec ses nombreuses richesses. Prenez le temps d'observer l'ancienne commanderie ainsi que le lieu de commémoration de la Rouge-Mare. Arrêtez vous en chemin pour découvrir la faune e;Adultes, Enfants, Familles, Randonneurs, Sportifs
2539;Gare de Ferrières-en-Bray;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
2542;Port de plaisance du Havre;activity;Marina, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le port de plaisance du Havre est l’un des seuls ports de plaisance français en eau profonde, accessible 24h sur 24, par tous les temps, sans contraintes de marée. Le port bénéficie en outre d’une station carburant sur ponton, plusieurs engins de... Le port de plaisance du Havre est l’un des seuls p;Adultes
2552;La Côte d’Orimont à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par les côtes et les chemins du plateau. Ce circuit de 12,2 km (dont 7,1 km sur chemin) traverse des hameaux au patrimoine étonnant (châteaux, chaumières...) en passant par;Adultes, Sportifs
2556;Centre équestre La Cavale Merens;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Laurie Martin, BPJEPS, propose des cours d'équitation (CSO, CCE, dressage), d'attelage pour cavaliers débutants ou confirmés, avec une cavalerie de 15 chevaux et poneys. Passage de galops, stages à thème pour enfants et adultes. Compétition CCE,... Laurie Martin, BPJEPS, propose des cours d'équitati;Adultes, Débutants, Enfants, Familles
2565;Gare de Harfleur;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
2567;Autour de Beau Soleil à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Boucle permettant la découverte de la vallée de la Ganzeville et de la campagne cauchoise. Boucle permettant la découverte de la vallée de la Ganzeville et de la campagne cauchoise.;Adultes, Sportifs
2568;Canoë-Club Normand;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Lors d'une balade accompagnée, une éducatrice sportive vous fera découvrir un site sur lequel la navigation peut-être surprenante. Vous apprendrez à naviguer avec la marée pour jouer avec les courants. Vous partirez à la rencontre des hérons... Lors d'une balade accompagnée, une éducatrice sportive ;Adultes, Familles, Randonneurs
2571;Labyrinthe artmazia;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Petits et grands, venez vous perdre et vous retrouver dans ce labyrinthe géant composé de 5000 hêtres et d'une distance de 3600 m. Vous y découvrirez un univers hors du temps où l'on vous proposera 3 jeux de piste pour plus de 2h30 heures d'... Petits et grands, venez vous perdre et vous retrouver d;Adultes, Enfants, Familles
2572;La vallée Dollé;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Que diriez-vous d’une agréable randonnée à pied pour découvrir l’ouest du Pays de Bray ? Muni d’une bonne paire de chaussures et de votre bouteille d’eau, c’est parti ! Que diriez-vous d’une agréable randonnée à pied pour découvrir l’ouest du Pays de Bray ? Muni d’une bonne paire de chaussures et de;Adultes, Familles, Randonneurs
2579;En bord de Seine;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;"Située sur la rive gauche de la Seine, en pleine forêt de Brotonne et au cœur du Parc Naturel Régional des Boucles de la Seine Normande, cette randonnée équestre offre un spectacle majestueux à ses pratiquants. ""En Bord de Seine"" est une jolie boucle créée pour découvrir, entre fleuve et forêt, ce q";Adultes, Enfants, Familles, Randonneurs
2582;AAPPMA de la Vallée de la Durdent;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Plusieurs sites de pêche sont proposés. En première catégorie, environ 10 km de parcours sont disponibles pour la pêche de la truite fario mais aussi de la truite de mer, dont certains parcours sont réservés à la pêche en no kill. En deuxième... Plusieurs sites de pêche sont proposés. En première ca;Adultes, Familles
2585;Le Coupe Gorge à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
2586;Balade sur le lac au coucher du soleil;activity;ActivityProvider, NauticalCentre, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Embarquez pour une aventure inoubliable avec Maxime et Valentin sur le lac de Jumièges, au cœurdes boucles majestueuses de la Seine. Dans un cadre naturel préservé, riche d’histoire et d’émotions, laissez-vous guider à travers les eaux paisibles... Embarquez pour une aventure inoubliable avec Maxime;Adultes, Familles
2593;Auffay à pied;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Auffay, autrefois appelé Altafagus se développa tout d’abord autour de son monument religieux, l’église Notre-Dame. Marqué par un passé industriel de production de textile, la ville garde aujourd’hui encore les traces d’un héritage historique. Ce parcours vous emmènera au cœur d’Auffay, où vous renc;Adultes, Familles, Randonneurs
2594;Le sentier des troglodytes;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Le sentier des troglodytes comporte quelques dénivelés, il est donc nécessaire de s'équiper de bonnes chaussures et d'eau. Lors de ce parcours vous pourrez découvrir les vestiges du château de la Roche Fouet mais aussi les coteaux calcaires, ces milieux riches et fragiles. Pour les protéger, pensez ;Adultes, Familles, Randonneurs
2596;Les Hauts-Champs;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cet itinéraire vous fera découvrir à proximité du cimetière un point de vue intéressant sur le talweg et le relief des hautes et des basses Brehoulles. D’une distance de 4 km dans un chemin semi-couvert, cet itinéraire est idéal pour une remise en jambe en famille. Cet itinéraire vous fera découvrir;Adultes, Familles, Randonneurs
2599;Mini-golf d'Offranville;activity;MiniGolf, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le mini-golf d'Offranville est situé au cœur du Parc de loisirs du Colombier, en plein centre de la commune. Entouré de verdure et éloigné des véhicules motorisés, c'est un réel moment de détente et de plaisir en famille ou entre amis qu'il vous est... Le mini-golf d'Offranville est situé au cœur du;Adultes, Enfants, Familles
2615;La Petite Balade;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Au départ de Saint-Wandrille, optez pour le charme d’une visite du territoire en Dyane ! Vincent Langlois, passionné de vieilles voitures, propose en effet de louer une Dyane pour se balader. Puisqu’il ne s’agit bien sûr pas d’aller vite mais de... Au départ de Saint-Wandrille, optez pour le charme ;Adultes, Familles, Randonneurs
2617;Le Mont Lévêque;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Une balade à la campagne pour découvrir fermes, églises, châteaux et maisons normandes sur votre chemin. Une balade à la campagne pour découvrir fermes, églises, châteaux et maisons normandes sur votre chemin.;Adultes, Enfants, Familles, Randonneurs
2624;Les Démagnes;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
2631;Le grand circuit du Neufchâtel;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Prêt à découvrir à vélo le fromage AOP de Neufchâtel ? Cet itinéraire de 75 km que nous vous conseillons de découvrir en deux jours vous fera découvrir les paysages du Pays de Bray ainsi que les lieux de fabrications du célèbre fromage en forme de coeur. Cette boucle au départ de Neufchâtel-en-Bray ;Adultes, Sportifs
2636;La Chèvre d'Or à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Belle petite boucle dans le plus grand massif forestier de Normandie où vous aurez sûrement la chance de rencontrer des animaux. Avant la balade, vérifiez les périodes de chasse sur le site de l'ONF. Belle petite boucle dans le plus grand massif forestier de Normandie où vous aurez sûrement la chanc;Adultes, Enfants, Familles, Randonneurs, Sportifs
2638;Circuit des étangs;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de l'Avenue Verte London-Paris au niveau de Saint-Aubin-le-Cauf vous partirez à pied à la découverte des étangs de la Varenne. Une jolie balade de 7,2 km dans l’arrière-pays dieppois. Prenez vos chaussures, remplissez votre gourde, c’est parti ! Au départ de l'Avenue Verte London-Paris au ;Adultes, Familles, Randonneurs
2641;Surf'in Pourville;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Surf'in Pourville vous propose la découverte, le perfectionnement et la location de toutes les disciplines de la Fédération Française de Surf : surf, body-board, stand up paddle, skimboard & kayak double. Les combinaisons néoprène sont comprises... Surf'in Pourville vous propose la découverte, le pe;Adolescents, Adultes, Débutants, Familles, Randonneurs
2644;Sport Jump - Ecurie des Hautes Falaises;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le centre équestre des Hautes Falaises, situé sur les hauteurs de Fécamp, vous propose des balades à cheval ou à poney avec de beaux paysages, des baptêmes initiation à poneys ainsi que des cours et animations pour tous niveaux. Le centre équestre des Hautes Falaises, situé sur les hauteurs de Fécam;Adultes, Débutants, Enfants, Familles, Randonneurs
2645;Le Prêtre à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit VTT, accessible à tous en famille, entre amis ou en solo, part de Rétonval et vous emmènera en plein coeur de la forêt d'Eu. Une petite promenade sportive idéale pour un weekend ensoleillé. La Forêt d'Eu est indivise et gérée par l'ONF (Office National des Forêts). Ce circuit VTT, accessi;Adultes, Familles, Sportifs
2647;Le Coq à l'Âne;activity;ActivityProvider, LeisureSportActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Doux et affectueux, cet animal à quatre pattes hors du commun, vous fera découvrir le plaisir de randonner en portant vos sacs à dos et votre pique-nique. En location libre, vous pourrez louer des ânes bâtés pour vos randonnées pédestres sur une... Doux et affectueux, cet animal à quatre pattes hors;Adultes, Débutants, Randonneurs
2656;Val du Roy à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cet itinéraire balisé vous permettra de découvrir la vallée de l'Yères. Vous démarrez ce parcours à Villy-sur-Yères, devant l'église Saint-Martin, datant du 12ème siècle. Du versant est, vous aurez un très beau panorama sur la vallée. Au hameau du Val du Roy, le roi Henri IV avait l'habitude de s'ar;Adultes, Familles, Sportifs
