id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;[Sortie nature] Le Port de Dieppe;event;dieppe;76200;/ port de dieppe;PARFAIT Ville+CP+Rue;adecco, 3, quai du tonkin, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9227973;1.0833096;49.9227973;1.0833096;;;✅✅CONSERVE_PARFAIT
;Aéroclub de Dieppe/Commandant Fayolle;activity;saint-aubin-sur-scie;76550;1116, route de dieppe;PARFAIT Ville+CP+Rue;aérodrome de dieppe - saint-aubin, rue du haras, les vertus, saint-aubin-sur-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8850305;1.08208194;49.8850305;1.08208194;;;✅✅CONSERVE_PARFAIT
;Journée de l'attelage;event;la hallotière;76780;70 la mare engrand;OK Ville+CP;rue de la mare engrand, la hallotière, dieppe, seine-maritime, normandie, france métropolitaine, 76780, france;49.5271109;1.4600442;49.5289643;1.4603929;Rue de la Mare Engrand, La Hallotière, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76780, France;adresse_seule;✅CORRIGE
;L'Escargot de Saint-Wandrille;shop;rives-en-seine;76490;saint-wandrille-rançon;PARFAIT Ville+CP+Rue;rue des caillettes, caillouville, saint-wandrille-rançon, rives-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.5257171;0.7660146;49.5257171;0.7660146;;;✅✅CONSERVE_PARFAIT
;Stages de natation;event;val-de-saâne;76890;impasse des peupliers;PARFAIT Ville+CP+Rue;restaurant scolaire, rue des peupliers, résidence des peupliers, anglesqueville, val-de-saâne, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.704178;0.963637;49.704178;0.963637;;;✅✅CONSERVE_PARFAIT
;La Route de la Pomme;activity;elbeuf-en-bray;76220;;OK Ville+CP;rue de la liberté, elbeuf-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.48908;1.64339;49.48908;1.64339;;;PAS_TROUVE
;L'Andelle;accommodation;saint-aignan-sur-ry;76116;488, route du chêne cornu;OK Ville+CP;rue du moulin, épinay, saint-aignan-sur-ry, rouen, seine-maritime, normandie, france métropolitaine, 76116, france;49.48875;1.33347222;49.48875;1.33347222;;;PAS_TROUVE
;La Cathédrale avec vos sens;event;rouen;76000;25 place de la cathédrale;OK Ville+CP;atol, 49, rue grand pont, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44032;1.09355;49.4404761;1.093603;25, Place de la Cathédrale, Vieux-Marché-Cathédrale, Quartier Vieux-Marché Cathédrale, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;Circuit du cidre;activity;anneville-sur-scie;76590;;OK Ville+CP;d 23, écorcheboeuf, anneville-sur-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76590, france;49.83797;1.09380499;49.83797;1.09380499;;;PAS_TROUVE
;Randonnée équestre;event;bois-guilbert;76750;1001 route d'heronchelles;OK Ville+CP;route d'héronchelles, bois-guilbert, rouen, seine-maritime, normandie, france métropolitaine, 76750, france;49.5381;1.40541;49.53827;1.40533;1001, Route d'Héronchelles, Bois-Guilbert, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76750, France;adresse_seule;✅CORRIGE
;Restaurant La Popote;food;clères;76690;36 route des moulins du tôt;OK Ville+CP;route des moulins du tot, petit cordelleville, clères, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.5818009;1.0904736;49.5761408;1.0889453;Route des Moulins du Tot, Petit Cordelleville, Clères, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France;adresse_seule;✅CORRIGE
;Villa Normande - 1;accommodation;le tréport;76470;112 rue alexandre papin;OK Ville+CP;rue alexandre papin, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.059692;1.374579;50.0583659;1.377143;Rue Alexandre Papin, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;[Exposition] Voitures de Collection de Rallye;event;offranville;76550;/ 453 rue louis loucheur;OK Ville+CP;rue louis loucheur, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8726358;1.0438192;49.8717457;1.042393;Camping du Colombier, 453, Rue Louis Loucheur, Le Ris, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Boucane du Grand Quai;culture;fécamp;76400;16 grand quai;PARFAIT Ville+CP+Rue;restaurant la boucane, 12, grand quai, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7622323;0.36839185;49.7622323;0.36839185;;;✅✅CONSERVE_PARFAIT
;La Grange de la Pommeraie;accommodation;omonville;76730;626 rue jacob bontemps;OK Ville+CP;rue jacob bontemps, omonville, dieppe, seine-maritime, normandie, france métropolitaine, 76730, france;49.7969543;1.0460726;49.7961509;1.0447439;Rue Jacob Bontemps, Omonville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76730, France;adresse_seule;✅CORRIGE
;Arbre remarquable Le Hêtre Serpent;nature;le trait;76580;;OK Ville+CP;place du 11 novembre, le trait, rouen, seine-maritime, normandie, france métropolitaine, 76580, france;49.486557;0.804422;49.486557;0.804422;;;PAS_TROUVE
;37ème édition des Foulées Montvillaises;event;montville;76710;;OK Ville+CP;32, place de la république, montville, rouen, seine-maritime, normandie, france métropolitaine, 76710, france;49.548;1.07403;49.548;1.07403;;;PAS_TROUVE
;La Ferme du Manége;accommodation;sassetot-le-mauconduit;76540;hameau de criquemanville;PARFAIT Ville+CP+Rue;rue de criquemanville, criquemanville, sassetot-le-mauconduit, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.789777;0.54223999;49.789777;0.54223999;;;✅✅CONSERVE_PARFAIT
;[Balade nature];event;grèges;76370;rdv place de la mairie;A VERIFIER Ville|CP;place du marquis de belleville, les forrières du midi, belleville-sur-mer, petit-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76370, france;49.9495071;1.1648098;49.9495071;1.1648098;;;PAS_TROUVE
;Un après-midi à la ferme;event;saint-vaast-dieppedalle;76450;240 impasse d'artemare;PARFAIT Ville+CP+Rue;240, impasse d'artemare, saint-vaast-dieppedalle, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.767861;0.733197;49.767861;0.733197;;;✅✅CONSERVE_PARFAIT
;Maison des Croyances et Traditions Cauchoises;culture;saint-pierre-en-port;76540;18 rue de la mairie;OK Ville+CP;maison des croyances, vie d'antan et traditions du terroir, rue de la mairie, saint-pierre-en-port, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.8074603;0.4953087;49.807431;0.4953056;18, Rue de la Mairie, Saint-Pierre-en-Port, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76540, France;adresse_seule;✅CORRIGE
;L'Armillaire;accommodation;cauville-sur-mer;76930;32 bis rue de briquemare;OK Ville+CP;rue de briquemare, briquemare, cauville-sur-mer, le havre, seine-maritime, normandie, france métropolitaine, 76930, france;49.605;0.13765;49.6010044;0.135559;Rue de Briquemare, Briquemare, Cauville-sur-Mer, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76930, France;adresse_seule;✅CORRIGE
;Roseraie du château de Mesnil-Geoffroy;culture;ermenouville;76740;2 chemin de la dame blanche;OK Ville+CP;chemin de la dame blanche, le mesnil durdent, ermenouville, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8123316;0.78245401;49.8118708;0.7826098;2, Chemin de la Dame Blanche, Le Mesnil Durdent, Ermenouville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France;adresse_seule;✅CORRIGE
;École d'Équitation la Championnerie;activity;bec-de-mortagne;76110;2 rue du mont à chaux;OK Ville+CP;rue du chalet, bec-de-mortagne, le havre, seine-maritime, normandie, france métropolitaine, 76110, france;49.7013835;0.4580185;49.7034464;0.4585485;Rue du Mont à Chaux, La Roussie, Bec-de-Mortagne, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76110, France;adresse_seule;✅CORRIGE
;Découverte artisanale;event;vatteville-la-rue;76940;1680 route d'aizier;OK Ville+CP;route d'aizier, hameau de la neuville, vatteville-la-rue, rouen, seine-maritime, normandie, france métropolitaine, 76940, france;49.4767068;0.67742499;49.4767549;0.6777055;Route d'Aizier, Hameau de la Neuville, Vatteville-la-Rue, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76940, France;adresse_seule;✅CORRIGE
;Visite du chapiteau autour d'Ostinato;event;le havre;76600;12 place des expositions;OK Ville+CP;place du champ de foire, rue andré siegfried, les ormeaux, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4949138;0.12994439;49.4948075;0.127274;12, Place des Expositions, Les Ormeaux, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Pom d'Api;accommodation;étretat;76790;14 rue du colonel raynal;OK Ville+CP;25, rue du colonel raynal, le petit val, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.708502;0.214071;49.7082619;0.2126512;Rue du Colonel Raynal, Le Petit Val, Étretat, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76790, France;adresse_seule;✅CORRIGE
;"Exposition ""Sous la pluie : peindre, vivre et rêver"" - Week-end festif au musée des Beaux-Arts";event;rouen;76000;musée des beaux-arts;OK Ville+CP;esplanade marcel duchamp, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.444846;1.0939292;49.4448162;1.0942239;Musée des Beaux-Arts, Esplanade Marcel Duchamp, Vieux-Marché-Cathédrale, Quartier Vieux-Marché Cathédrale, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;Yoga et yoga Nidra en terre d'Accord;event;la chapelle-sur-dun;76740;118 rue du puits;OK Ville+CP;221, rue du puits, la chapelle-sur-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8595269;0.8459003;49.859837;0.847411;118, Rue du Puits, La Chapelle-sur-Dun, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France;adresse_seule;✅CORRIGE
;Cinéma : L'histoire d'Adèle H.;event;eu;76260;place isabelle d'orléans;PARFAIT Ville+CP+Rue;place d'orléans, allée du cheval, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0487458;1.41839304;50.0487458;1.41839304;;;✅✅CONSERVE_PARFAIT
;Atelier parent/enfant;event;quiberville;76860;335 rue des anémones;PARFAIT Ville+CP+Rue;335, rue des anémones, quiberville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76860, france;49.9030684;0.9169327;49.9030684;0.9169327;;;✅✅CONSERVE_PARFAIT
;Descente de la Durdent en kayak;other;veulettes-sur-mer;76450;39 digue jean corruble;OK Ville+CP;45, digue jean corruble, le mesnil, veulettes-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.85343;0.60235;49.8528625;0.6014593;Centre Nautique de La Côte d'Albâtre, 39, Digue Jean Corruble, Le Mesnil, Veulettes-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76450, France;adresse_seule;✅CORRIGE
;I.C.ART;accommodation;fontaine-en-bray;76440;167 rue du bourg;PARFAIT Ville+CP+Rue;i.c. art, 167, rue du bourg, fontaine-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6746123;1.42423684;49.6746123;1.42423684;;;✅✅CONSERVE_PARFAIT
;Camping Côte d'Albâtre;accommodation;sassetot-le-mauconduit;76540;47 chemin des bergers;PARFAIT Ville+CP+Rue;côte d'albâtre, 47, chemin des bergers, le hêtre, sassetot-le-mauconduit, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.7933595;0.51832036;49.7933595;0.51832036;;;✅✅CONSERVE_PARFAIT
;Gîte au Château de Bois-Guilbert;accommodation;bois-guilbert;76750;1108 route d'héronchelles;OK Ville+CP;1102, route d'héronchelles, bois-guilbert, rouen, seine-maritime, normandie, france métropolitaine, 76750, france;49.537832;1.404676;49.538139;1.4038673;Le Jardin des Sculptures, 1108, Route d'Héronchelles, Bois-Guilbert, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76750, France;adresse_seule;✅CORRIGE
;Mme BOURSIER Véronique;accommodation;criel-sur-mer;76910;55 rue de la mer;OK Ville+CP;rue de la mer, mesnil-val, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.04037;1.33638;50.0392937;1.3399557;Rue de la Mer, Mesnil-Val, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Val Horizons;accommodation;criel-sur-mer;76910;10 avenue raymond lemoine;OK Ville+CP;avenue raymond lemoine, mesnil-val, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.0448;1.33307;50.0446345;1.333498;Avenue Raymond Lemoine, Mesnil-Val, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Duo du Muguet;event;gruchet-le-valasse;76210;289 rue de la briarderie;OK Ville+CP;rue de la briarderie, gruchet-le-valasse, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.54183;0.49681;49.5377282;0.5002307;Rue de la Briarderie, Gruchet-le-Valasse, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;Valleuse de Bénouville;nature;bénouville;76790;;OK Ville+CP;rue de l'aiguille de belval, bénouville, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.717463;0.2510549;49.717463;0.2510549;;;PAS_TROUVE
;La Tribonnière;accommodation;eu;76260;33 rue du maréchal foch;OK Ville+CP;rue du maréchal foch, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04813;1.41675;50.0479249;1.4175914;Rue du Maréchal Foch, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Gîtes de France® - Le Clos du Manoir;accommodation;vinnemerville;76540;7-9, rue des basses cours;PARFAIT Ville+CP+Rue;7, rue des basses cours, ferme du manoir, vinnemerville, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.8009;0.551946;49.8009;0.551946;;;✅✅CONSERVE_PARFAIT
;Le Chemin des Frênettes;activity;saint-pierre-bénouville;76890;;OK Ville+CP;route de la forge, la chapelle de bénouville, saint-pierre-bénouville, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.7409471;0.97176189;49.7409471;0.97176189;;;PAS_TROUVE
;Atelier Mobile du Cycle;shop;eu;76260;4 boulevard faidherbe;OK Ville+CP;afc, boulevard faidherbe, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.05179;1.42183;50.0505151;1.4234792;Boulevard Faidherbe, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Aire de stationnement et de service du Funiculaire (petite aire);accommodation;le tréport;76470;route touristique;OK Ville+CP;rue amiral courbet, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.060513;1.36734704;50.060513;1.36734704;;;PAS_TROUVE
;[Visite guidée] Peurs et superstitions dieppoises;event;dieppe;76370;rdv à la chapelle notre-dame de bonsecours;A VERIFIER Ville|CP;chapelle notre-dame-de-bon-secours, chemin de la falaise, neuville-lès-dieppe, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9319125;1.0886976;49.9319125;1.0886976;;;PAS_TROUVE
;Concert : Airelle Besson - Sebastian Sternal - Jonas Burgwinkel Trio;event;le havre;76600;8 place oscar niemeyer;OK Ville+CP;la main, place oscar niemeyer, porte océane, les gobelins, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4904989;0.1069792;49.4901205;0.1062624;La Colombe, 8, Place Oscar Niemeyer, Les Gobelins, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Le New Haven;food;dieppe;76200;53, quai henri iv;PARFAIT Ville+CP+Rue;le new haven, 53, quai henri iv, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9285106;1.0811923;49.9285106;1.0811923;;;✅✅CONSERVE_PARFAIT
;Charmante chaumière à la campagne;accommodation;les hauts-de-caux;76190;2 route de l'ancien puits;OK Ville+CP;route de l'ancien puits, autretot, les hauts-de-caux, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.64938;0.73229;49.6467986;0.7332035;Route de l'Ancien Puits, Autretot, Les Hauts-de-Caux, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;ACE Hôtel Rouen Parc des Expositions;accommodation;petit-couronne;76650;75 avenue de la mare sansoure;PARFAIT Ville+CP+Rue;75, rue de la mare sansoure, petit-couronne, rouen, seine-maritime, normandie, france métropolitaine, 76650, france;49.3908353;1.0582433;49.3908353;1.0582433;;;✅✅CONSERVE_PARFAIT
;Kayak et paddle - Location au lac de Caniel;other;vittefleur;76450;base de loisirs du lac de caniel;PARFAIT Ville+CP+Rue;base de loisirs lac de caniel, rue du dessous des bois, crosville, vittefleur, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.8011932;0.6312391;49.8011932;0.6312391;;;✅✅CONSERVE_PARFAIT
